,DATE,SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,TIME-TO-EXPIRATION
140,2024-07-01,2DJX,P,2024-12-20,00397 830,12.1961,517,172
141,2024-07-01,2DJX,C,2024-12-20,00399 000,12.6883,1935,172
142,2024-07-01,2DJX,P,2024-12-20,00399 000,12.6642,1935,172
143,2024-07-01,2DJX,C,2024-12-20,00399 510,12.3996,3092,172
144,2024-07-01,2DJX,P,2024-12-20,00399 510,12.873,3092,172
145,2024-07-01,2DJX,C,2024-12-20,00399 530,12.3884,5156,172
146,2024-07-01,2DJX,P,2024-12-20,00399 530,12.8813,5156,172
147,2024-07-01,2DJX,C,2024-12-20,00399 730,12.276,4777,172
148,2024-07-01,2DJX,P,2024-12-20,00399 730,12.964,4777,172
149,2024-07-01,2DJX,C,2024-12-20,00400 010,12.1201,1000,172
150,2024-07-01,2DJX,C,2024-12-20,00400 700,11.785,4114,172
151,2024-07-01,2DJX,P,2024-12-20,00400 700,13.4193,4114,172
152,2024-07-01,2DJX,C,2024-12-20,00402 530,10.9237,512,172
153,2024-07-01,2DJX,P,2024-12-20,00402 530,14.3434,512,172
154,2024-07-01,2DJX,C,2024-12-20,00420 010,4.4225,825,172
155,2024-07-01,2NDX,C,2024-07-19,15000 010,4863.311,15,18
156,2024-07-01,2NDX,P,2024-07-19,16000 010,3.379,20,18
157,2024-07-01,2NDX,C,2024-08-16,16000 010,3937.165,18,46
158,2024-07-01,2NDX,C,2024-08-16,16500 010,3444.003,20,46
159,2024-07-01,2NDX,C,2024-08-16,19000 010,1091.986,22,46
160,2024-07-01,2NDX,C,2024-09-20,15276 120,4740.659,17,81
161,2024-07-01,2NDX,P,2024-09-20,15276 120,17.6829,17,81
162,2024-07-01,2NDX,C,2024-09-20,15863 100,4167.997,34,81
163,2024-07-01,2NDX,P,2024-09-20,15863 100,25.0625,34,81
164,2024-07-01,2NDX,C,2024-09-20,15928 370,4104.551,26,81
165,2024-07-01,2NDX,P,2024-09-20,15928 370,26.1146,26,81
166,2024-07-01,2NDX,C,2024-09-20,16614 070,3441.988,112,81
167,2024-07-01,2NDX,P,2024-09-20,16614 070,41.1465,112,81
168,2024-07-01,2NDX,C,2024-09-20,16655 850,3401.91,142,81
169,2024-07-01,2NDX,P,2024-09-20,16655 850,42.3551,142,81
170,2024-07-01,2NDX,C,2024-09-20,16724 380,3336.273,47,81
171,2024-07-01,2NDX,P,2024-09-20,16724 380,44.4379,47,81
172,2024-07-01,2NDX,C,2024-09-20,16797 330,3266.519,31,81
173,2024-07-01,2NDX,P,2024-09-20,16797 330,46.772,31,81
174,2024-07-01,2NDX,C,2024-09-20,17304 510,2786.501,87,81
175,2024-07-01,2NDX,P,2024-09-20,17304 510,67.939,87,81
176,2024-07-01,2NDX,C,2024-09-20,17393 390,2703.499,164,81
177,2024-07-01,2NDX,P,2024-09-20,17393 390,72.7658,164,81
178,2024-07-01,2NDX,C,2024-09-20,17393 750,2703.163,15,81
179,2024-07-01,2NDX,P,2024-09-20,17393 750,72.7856,15,81
180,2024-07-01,2NDX,C,2024-09-20,17394 710,2702.267,74,81
181,2024-07-01,2NDX,P,2024-09-20,17394 710,72.8382,74,81
182,2024-07-01,2NDX,C,2024-09-20,17977 470,2167.852,40,81
183,2024-07-01,2NDX,P,2024-09-20,17977 470,114.2955,40,81
184,2024-07-01,2NDX,C,2024-09-20,18121 040,2039.435,14,81
185,2024-07-01,2NDX,P,2024-09-20,18121 040,127.7509,14,81
186,2024-07-01,2NDX,C,2024-09-20,18375 910,1816.131,28,81
187,2024-07-01,2NDX,P,2024-09-20,18375 910,156.3042,28,81
188,2024-07-01,2NDX,C,2024-09-20,18475 920,1730.204,120,81
189,2024-07-01,2NDX,P,2024-09-20,18475 920,169.2058,120,81
190,2024-07-01,2NDX,C,2024-09-20,19264 930,1098.576,53,81
191,2024-07-01,2NDX,P,2024-09-20,19264 930,317.2609,53,81
192,2024-07-01,2NDX,C,2024-09-20,19330 390,1050.94,37,81
193,2024-07-01,2NDX,P,2024-09-20,19330 390,334.3115,37,81
194,2024-07-01,2NDX,C,2024-09-20,19331 590,1050.08,210,81
195,2024-07-01,2NDX,P,2024-09-20,19331 590,334.6377,210,81
196,2024-07-01,2NDX,C,2024-09-20,19366 320,1025.266,79,81
197,2024-07-01,2NDX,P,2024-09-20,19366 320,344.1432,79,81
198,2024-07-01,2NDX,C,2024-09-20,19780 450,748.5183,103,81
199,2024-07-01,2NDX,P,2024-09-20,19780 450,476.6294,103,81
200,2024-07-01,2NDX,C,2024-09-20,19788 000,743.806,52,81
201,2024-07-01,2NDX,P,2024-09-20,19788 000,479.3779,52,81
202,2024-07-01,2NDX,C,2024-09-20,19812 000,728.8845,26,81
203,2024-07-01,2NDX,P,2024-09-20,19812 000,488.1727,26,81
204,2024-07-01,2NDX,C,2024-09-20,19843 000,710.2337,13,81
205,2024-07-01,2NDX,P,2024-09-20,19843 000,500.1555,13,81
206,2024-07-01,2NDX,C,2024-09-20,19845 420,708.8096,638,81
207,2024-07-01,2NDX,P,2024-09-20,19845 420,501.1228,638,81
208,2024-07-01,2NDX,C,2024-09-20,19923 000,663.1552,91,81
209,2024-07-01,2NDX,P,2024-09-20,19923 000,532.1314,91,81
210,2024-07-01,2NDX,C,2024-09-20,19949 000,648.0696,2,81
211,2024-07-01,2NDX,P,2024-09-20,19949 000,542.7385,2,81
212,2024-07-01,2NDX,C,2024-09-20,20008 000,614.8194,102,81
213,2024-07-01,2NDX,P,2024-09-20,20008 000,567.7908,102,81
214,2024-07-01,2NDX,C,2024-09-20,20024 000,605.9388,126,81
215,2024-07-01,2NDX,P,2024-09-20,20024 000,574.7211,126,81
216,2024-07-01,2NDX,C,2024-09-20,20179 000,523.1151,100,81
217,2024-07-01,2NDX,P,2024-09-20,20179 000,645.0653,100,81
218,2024-07-01,2NDX,P,2024-10-18,16000 010,49.9003,25,109
219,2024-07-01,2NDX,P,2024-11-15,16000 010,83.6467,27,137
220,2024-07-01,2NDX,P,2024-12-20,06000 010,1.2006,45,172
221,2024-07-01,2NDX,P,2024-12-20,08837 560,5.3915,69,172
222,2024-07-01,2NDX,P,2024-12-20,10000 010,9.0501,77,172
223,2024-07-01,2NDX,C,2024-12-20,10592 570,9488.021,23,172
224,2024-07-01,2NDX,P,2024-12-20,10592 570,11.6691,23,172
225,2024-07-01,2NDX,P,2024-12-20,11000 010,13.8768,10,172
226,2024-07-01,2NDX,P,2024-12-20,11500 010,16.5867,15,172
227,2024-07-01,2NDX,P,2024-12-20,11600 010,17.1287,24,172
228,2024-07-01,2NDX,C,2024-12-20,11650 450,8461.715,69,172
229,2024-07-01,2NDX,P,2024-12-20,11650 450,17.4022,69,172
230,2024-07-01,2NDX,C,2024-12-20,11776 060,8339.854,23,172
231,2024-07-01,2NDX,P,2024-12-20,11776 060,18.0833,23,172
232,2024-07-01,2NDX,C,2024-12-20,11778 750,8337.245,46,172
233,2024-07-01,2NDX,P,2024-12-20,11778 750,18.0979,46,172
234,2024-07-01,2NDX,C,2024-12-20,11875 460,8243.422,64,172
235,2024-07-01,2NDX,P,2024-12-20,11875 460,18.6226,64,172
236,2024-07-01,2NDX,C,2024-12-20,11942 590,8178.296,59,172
237,2024-07-01,2NDX,P,2024-12-20,11942 590,18.987,59,172
238,2024-07-01,2NDX,C,2024-12-20,11975 200,8146.66,117,172
239,2024-07-01,2NDX,P,2024-12-20,11975 200,19.1642,117,172
240,2024-07-01,2NDX,C,2024-12-20,11988 270,8133.98,49,172
241,2024-07-01,2NDX,P,2024-12-20,11988 270,19.2354,49,172
242,2024-07-01,2NDX,C,2024-12-20,12000 010,8122.591,10,172
243,2024-07-01,2NDX,P,2024-12-20,12000 010,19.2997,68,172
244,2024-07-01,2NDX,C,2024-12-20,12050 000,8074.345,45,172
245,2024-07-01,2NDX,P,2024-12-20,12050 000,19.8226,45,172
246,2024-07-01,2NDX,C,2024-12-20,12071 780,8053.327,45,172
247,2024-07-01,2NDX,P,2024-12-20,12071 780,20.0526,45,172
248,2024-07-01,2NDX,C,2024-12-20,12094 780,8031.132,36,172
249,2024-07-01,2NDX,P,2024-12-20,12094 780,20.2957,36,172
250,2024-07-01,2NDX,C,2024-12-20,12150 000,7977.845,35,172
251,2024-07-01,2NDX,C,2024-12-20,12200 900,7928.732,44,172
252,2024-07-01,2NDX,P,2024-12-20,12200 900,21.4231,44,172
253,2024-07-01,2NDX,C,2024-12-20,12256 530,7875.098,46,172
254,2024-07-01,2NDX,P,2024-12-20,12256 530,22.0606,46,172
255,2024-07-01,2NDX,C,2024-12-20,12386 410,7749.94,26,172
256,2024-07-01,2NDX,P,2024-12-20,12386 410,23.6104,26,172
257,2024-07-01,2NDX,C,2024-12-20,12429 180,7708.729,43,172
258,2024-07-01,2NDX,P,2024-12-20,12429 180,24.1239,43,172
259,2024-07-01,2NDX,C,2024-12-20,12439 670,7698.621,210,172
260,2024-07-01,2NDX,P,2024-12-20,12439 670,24.2501,210,172
261,2024-07-01,2NDX,C,2024-12-20,12448 120,7690.48,13,172
262,2024-07-01,2NDX,P,2024-12-20,12448 120,24.3522,13,172
263,2024-07-01,2NDX,C,2024-12-20,12449 070,7689.564,106,172
264,2024-07-01,2NDX,P,2024-12-20,12449 070,24.3638,106,172
265,2024-07-01,2NDX,C,2024-12-20,12572 710,7570.481,64,172
266,2024-07-01,2NDX,P,2024-12-20,12572 710,25.9002,64,172
267,2024-07-01,2NDX,C,2024-12-20,12698 650,7449.209,213,172
268,2024-07-01,2NDX,P,2024-12-20,12698 650,27.4922,213,172
269,2024-07-01,2NDX,C,2024-12-20,12914 850,7241.023,38,172
270,2024-07-01,2NDX,C,2024-12-20,12997 190,7161.737,103,172
271,2024-07-01,2NDX,P,2024-12-20,12997 190,31.2673,103,172
272,2024-07-01,2NDX,P,2024-12-20,13100 010,32.6001,5,172
273,2024-07-01,2NDX,C,2024-12-20,13218 250,6949.079,16,172
274,2024-07-01,2NDX,P,2024-12-20,13218 250,34.2698,16,172
275,2024-07-01,2NDX,C,2024-12-20,13218 470,6948.868,40,172
276,2024-07-01,2NDX,P,2024-12-20,13218 470,34.273,40,172
277,2024-07-01,2NDX,C,2024-12-20,13224 970,6942.623,40,172
278,2024-07-01,2NDX,P,2024-12-20,13224 970,34.3693,40,172
279,2024-07-01,2NDX,C,2024-12-20,13248 410,6920.106,52,172
280,2024-07-01,2NDX,P,2024-12-20,13248 410,34.7194,52,172
281,2024-07-01,2NDX,P,2024-12-20,13313 120,35.7002,8,172
282,2024-07-01,2NDX,C,2024-12-20,13401 000,6773.589,14,172
283,2024-07-01,2NDX,P,2024-12-20,13401 000,37.0657,14,172
284,2024-07-01,2NDX,C,2024-12-20,13441 150,6735.056,44,172
285,2024-07-01,2NDX,P,2024-12-20,13441 150,37.7015,44,172
286,2024-07-01,2NDX,C,2024-12-20,13444 510,6731.832,50,172
287,2024-07-01,2NDX,P,2024-12-20,13444 510,37.7552,50,172
288,2024-07-01,2NDX,P,2024-12-20,13500 010,38.6503,35,172
289,2024-07-01,2NDX,C,2024-12-20,13500 840,6677.786,24,172
290,2024-07-01,2NDX,P,2024-12-20,13500 840,38.6639,24,172
291,2024-07-01,2NDX,P,2024-12-20,13501 000,38.6666,32,172
292,2024-07-01,2NDX,C,2024-12-20,13509 450,6669.531,79,172
293,2024-07-01,2NDX,P,2024-12-20,13509 450,38.808,79,172
294,2024-07-01,2NDX,P,2024-12-20,13596 250,40.2851,23,172
295,2024-07-01,2NDX,C,2024-12-20,13703 400,6483.722,39,172
296,2024-07-01,2NDX,P,2024-12-20,13703 400,42.2118,39,172
297,2024-07-01,2NDX,C,2024-12-20,13736 940,6451.615,23,172
298,2024-07-01,2NDX,P,2024-12-20,13736 940,42.8255,23,172
299,2024-07-01,2NDX,C,2024-12-20,13774 620,6415.554,39,172
300,2024-07-01,2NDX,P,2024-12-20,13774 620,43.524,39,172
301,2024-07-01,2NDX,C,2024-12-20,13846 780,6346.559,77,172
302,2024-07-01,2NDX,P,2024-12-20,13846 780,44.926,77,172
303,2024-07-01,2NDX,C,2024-12-20,13881 300,6313.576,164,172
304,2024-07-01,2NDX,P,2024-12-20,13881 300,45.6201,164,172
305,2024-07-01,2NDX,C,2024-12-20,13915 520,6280.885,114,172
306,2024-07-01,2NDX,P,2024-12-20,13915 520,46.3131,114,172
307,2024-07-01,2NDX,C,2024-12-20,13915 570,6280.837,46,172
308,2024-07-01,2NDX,P,2024-12-20,13915 570,46.3141,46,172
309,2024-07-01,2NDX,C,2024-12-20,13915 620,6280.789,57,172
310,2024-07-01,2NDX,P,2024-12-20,13915 620,46.3151,57,172
311,2024-07-01,2NDX,C,2024-12-20,13964 370,6234.226,326,172
312,2024-07-01,2NDX,P,2024-12-20,13964 370,47.3107,326,172
313,2024-07-01,2NDX,C,2024-12-20,13964 470,6234.13,76,172
314,2024-07-01,2NDX,P,2024-12-20,13964 470,47.3128,76,172
315,2024-07-01,2NDX,C,2024-12-20,13992 540,6207.328,19,172
316,2024-07-01,2NDX,P,2024-12-20,13992 540,47.8944,19,172
317,2024-07-01,2NDX,C,2024-12-20,14004 700,6195.722,76,172
318,2024-07-01,2NDX,P,2024-12-20,14004 700,48.1515,76,172
319,2024-07-01,2NDX,C,2024-12-20,14164 770,6043.14,155,172
320,2024-07-01,2NDX,P,2024-12-20,14164 770,51.7294,155,172
321,2024-07-01,2NDX,C,2024-12-20,14208 040,6001.937,75,172
322,2024-07-01,2NDX,P,2024-12-20,14208 040,52.7395,75,172
323,2024-07-01,2NDX,C,2024-12-20,14283 810,5929.833,74,172
324,2024-07-01,2NDX,P,2024-12-20,14283 810,54.5551,74,172
325,2024-07-01,2NDX,C,2024-12-20,14662 490,5570.677,14,172
326,2024-07-01,2NDX,P,2024-12-20,14662 490,64.8294,14,172
327,2024-07-01,2NDX,C,2024-12-20,14709 910,5525.838,72,172
328,2024-07-01,2NDX,P,2024-12-20,14709 910,66.2516,72,172
329,2024-07-01,2NDX,C,2024-12-20,14732 080,5504.889,162,172
330,2024-07-01,2NDX,P,2024-12-20,14732 080,66.9307,162,172
331,2024-07-01,2NDX,C,2024-12-20,14774 310,5465.001,14,172
332,2024-07-01,2NDX,P,2024-12-20,14774 310,68.2415,14,172
333,2024-07-01,2NDX,C,2024-12-20,14777 090,5462.376,14,172
334,2024-07-01,2NDX,P,2024-12-20,14777 090,68.3286,14,172
335,2024-07-01,2NDX,C,2024-12-20,14849 280,5394.256,54,172
336,2024-07-01,2NDX,P,2024-12-20,14849 280,70.635,54,172
337,2024-07-01,2NDX,C,2024-12-20,14861 340,5382.883,14,172
338,2024-07-01,2NDX,P,2024-12-20,14861 340,71.0277,14,172
339,2024-07-01,2NDX,C,2024-12-20,15115 140,5144.172,17,172
340,2024-07-01,2NDX,P,2024-12-20,15115 140,79.9173,17,172
341,2024-07-01,2NDX,P,2024-12-20,15200 010,83.1074,8,172
342,2024-07-01,2NDX,C,2024-12-20,15201 080,5063.563,249,172
343,2024-07-01,2NDX,P,2024-12-20,15201 080,83.1491,249,172
344,2024-07-01,2NDX,C,2024-12-20,15262 750,5005.835,20,172
345,2024-07-01,2NDX,P,2024-12-20,15262 750,85.5841,20,172
346,2024-07-01,2NDX,C,2024-12-20,15290 050,4980.314,51,172
347,2024-07-01,2NDX,P,2024-12-20,15290 050,86.6967,51,172
348,2024-07-01,2NDX,C,2024-12-20,15387 940,4888.868,35,172
349,2024-07-01,2NDX,P,2024-12-20,15387 940,90.7492,35,172
350,2024-07-01,2NDX,C,2024-12-20,15400 010,4877.598,10,172
351,2024-07-01,2NDX,C,2024-12-20,15433 790,4846.124,13,172
352,2024-07-01,2NDX,P,2024-12-20,15433 790,92.7354,13,172
353,2024-07-01,2NDX,C,2024-12-20,15440 850,4839.547,182,172
354,2024-07-01,2NDX,P,2024-12-20,15440 850,93.0461,182,172
355,2024-07-01,2NDX,C,2024-12-20,15508 250,4776.801,68,172
356,2024-07-01,2NDX,P,2024-12-20,15508 250,96.0531,68,172
357,2024-07-01,2NDX,C,2024-12-20,15529 530,4757.001,34,172
358,2024-07-01,2NDX,P,2024-12-20,15529 530,97.0141,34,172
359,2024-07-01,2NDX,C,2024-12-20,15557 160,4731.31,69,172
360,2024-07-01,2NDX,P,2024-12-20,15557 160,98.2781,69,172
361,2024-07-01,2NDX,C,2024-12-20,15663 820,4632.336,153,172
362,2024-07-01,2NDX,P,2024-12-20,15663 820,103.3583,153,172
363,2024-07-01,2NDX,C,2024-12-20,15707 350,4592.012,68,172
364,2024-07-01,2NDX,P,2024-12-20,15707 350,105.5008,68,172
365,2024-07-01,2NDX,C,2024-12-20,15730 440,4570.649,34,172
366,2024-07-01,2NDX,P,2024-12-20,15730 440,106.6641,34,172
367,2024-07-01,2NDX,C,2024-12-20,15802 400,4504.076,37,172
368,2024-07-01,2NDX,P,2024-12-20,15802 400,110.2929,37,172
369,2024-07-01,2NDX,C,2024-12-20,15808 030,4498.87,17,172
370,2024-07-01,2NDX,P,2024-12-20,15808 030,110.5801,17,172
371,2024-07-01,2NDX,C,2024-12-20,15930 430,4385.993,20,172
