,DATE,SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,OPEN,HIGH,LOW,CLOSE,ADJ CLOSE,VOLUME,TIME-TO-EXPIRATION,IV
21,2024-04-08,2DJX,C,2024-12-20,251.15,145.9119,940,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
22,2024-04-08,2DJX,P,2024-12-20,251.15,1.1558,940,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
23,2024-04-08,2DJX,C,2024-12-20,261.01,136.4956,910,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
24,2024-04-08,2DJX,P,2024-12-20,261.01,1.2497,910,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
25,2024-04-08,2DJX,C,2024-12-20,262.81,134.7767,360,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
26,2024-04-08,2DJX,P,2024-12-20,262.81,1.2668,360,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
27,2024-04-08,2DJX,C,2024-12-20,264.12,133.5256,1700,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
28,2024-04-08,2DJX,P,2024-12-20,264.12,1.2793,1700,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
29,2024-04-08,2DJX,C,2024-12-20,265.31,132.3892,1614,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
30,2024-04-08,2DJX,P,2024-12-20,265.31,1.2906,1614,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
31,2024-04-08,2DJX,C,2024-12-20,265.89,131.8353,893,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
32,2024-04-08,2DJX,P,2024-12-20,265.89,1.2962,893,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
33,2024-04-08,2DJX,C,2024-12-20,266.52,131.2337,579,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
34,2024-04-08,2DJX,P,2024-12-20,266.52,1.3022,579,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
35,2024-04-08,2DJX,C,2024-12-20,268.0,129.8204,1062,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
36,2024-04-08,2DJX,P,2024-12-20,268.0,1.3163,1062,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
37,2024-04-08,2DJX,C,2024-12-20,270.26,127.6622,1100,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
38,2024-04-08,2DJX,P,2024-12-20,270.26,1.3379,1100,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
39,2024-04-08,2DJX,C,2024-12-20,270.91,127.0414,2113,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
40,2024-04-08,2DJX,P,2024-12-20,270.91,1.3441,2113,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
41,2024-04-08,2DJX,C,2024-12-20,271.05,126.9077,1233,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
42,2024-04-08,2DJX,P,2024-12-20,271.05,1.3454,1233,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
43,2024-04-08,2DJX,C,2024-12-20,271.08,126.8791,528,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
44,2024-04-08,2DJX,P,2024-12-20,271.08,1.3457,528,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
45,2024-04-08,2DJX,C,2024-12-20,271.75,126.2393,1078,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
46,2024-04-08,2DJX,P,2024-12-20,271.75,1.3522,1078,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
47,2024-04-08,2DJX,C,2024-12-20,273.52,124.5491,715,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
48,2024-04-08,2DJX,P,2024-12-20,273.52,1.3692,715,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
49,2024-04-08,2DJX,C,2024-12-20,276.52,121.6871,1721,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
50,2024-04-08,2DJX,P,2024-12-20,276.52,1.4007,1721,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
51,2024-04-08,2DJX,C,2024-12-20,280.54,117.8697,1738,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
52,2024-04-08,2DJX,P,2024-12-20,280.54,1.4606,1738,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
53,2024-04-08,2DJX,C,2024-12-20,287.31,111.6014,1334,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
54,2024-04-08,2DJX,P,2024-12-20,287.31,1.722,1334,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
55,2024-04-08,2DJX,C,2024-12-20,288.67,110.3425,678,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
56,2024-04-08,2DJX,P,2024-12-20,288.67,1.7748,678,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
57,2024-04-08,2DJX,C,2024-12-20,291.0,108.1856,1322,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
58,2024-04-08,2DJX,P,2024-12-20,291.0,1.8653,1322,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
59,2024-04-08,2DJX,P,2024-12-20,301.0,2.2536,950,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
60,2024-04-08,2DJX,C,2024-12-20,309.84,90.746,3408,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
61,2024-04-08,2DJX,P,2024-12-20,309.84,2.597,3408,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
62,2024-04-08,2DJX,C,2024-12-20,326.81,75.1437,3080,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
63,2024-04-08,2DJX,P,2024-12-20,326.81,3.3625,3080,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
64,2024-04-08,2DJX,P,2024-12-20,330.01,3.5507,900,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
65,2024-04-08,2DJX,C,2024-12-20,330.67,71.6553,885,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
66,2024-04-08,2DJX,P,2024-12-20,330.67,3.5971,885,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
67,2024-04-08,2DJX,C,2024-12-20,333.87,68.8017,729,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
68,2024-04-08,2DJX,P,2024-12-20,333.87,3.8299,729,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
69,2024-04-08,2DJX,C,2024-12-20,336.28,66.6635,868,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
70,2024-04-08,2DJX,P,2024-12-20,336.28,4.0162,868,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
71,2024-04-08,2DJX,C,2024-12-20,336.4,66.5574,2032,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
72,2024-04-08,2DJX,P,2024-12-20,336.4,4.0258,2032,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
73,2024-04-08,2DJX,C,2024-12-20,338.52,64.6854,1010,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
74,2024-04-08,2DJX,P,2024-12-20,338.52,4.1987,1010,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
75,2024-04-08,2DJX,C,2024-12-20,338.66,64.5618,575,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
76,2024-04-08,2DJX,P,2024-12-20,338.66,4.2101,575,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
77,2024-04-08,2DJX,C,2024-12-20,341.46,62.0895,2306,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
78,2024-04-08,2DJX,P,2024-12-20,341.46,4.4384,2306,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
79,2024-04-08,2DJX,C,2024-12-20,344.66,59.2667,733,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
80,2024-04-08,2DJX,P,2024-12-20,344.66,4.702,733,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
81,2024-04-08,2DJX,C,2024-12-20,345.61,58.4343,1824,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
82,2024-04-08,2DJX,P,2024-12-20,345.61,4.7859,1824,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
83,2024-04-08,2DJX,C,2024-12-20,346.52,57.6398,1499,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
84,2024-04-08,2DJX,P,2024-12-20,346.52,4.8691,1499,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
85,2024-04-08,2DJX,C,2024-12-20,347.16,57.0818,1512,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
86,2024-04-08,2DJX,P,2024-12-20,347.16,4.9284,1512,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
87,2024-04-08,2DJX,C,2024-12-20,347.61,56.6899,1537,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
88,2024-04-08,2DJX,P,2024-12-20,347.61,4.9705,1537,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
89,2024-04-08,2DJX,C,2024-12-20,347.7,56.6116,615,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
90,2024-04-08,2DJX,P,2024-12-20,347.7,4.979,615,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
91,2024-04-08,2DJX,C,2024-12-20,348.05,56.307,306,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
92,2024-04-08,2DJX,P,2024-12-20,348.05,5.012,306,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
93,2024-04-08,2DJX,C,2024-12-20,349.41,55.1257,763,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
94,2024-04-08,2DJX,P,2024-12-20,349.41,5.1424,763,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
95,2024-04-08,2DJX,C,2024-12-20,349.79,54.7962,2131,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
96,2024-04-08,2DJX,P,2024-12-20,349.79,5.1794,2131,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
97,2024-04-08,2DJX,C,2024-12-20,350.01,54.6057,1450,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
98,2024-04-08,2DJX,C,2024-12-20,350.55,54.1471,1405,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
99,2024-04-08,2DJX,P,2024-12-20,350.55,5.2634,1405,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
100,2024-04-08,2DJX,C,2024-12-20,351.74,53.1391,4451,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
101,2024-04-08,2DJX,P,2024-12-20,351.74,5.4031,4451,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
102,2024-04-08,2DJX,C,2024-12-20,351.8,53.0883,7419,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
103,2024-04-08,2DJX,P,2024-12-20,351.8,5.4102,7419,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
104,2024-04-08,2DJX,C,2024-12-20,351.9,53.0038,1491,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
105,2024-04-08,2DJX,P,2024-12-20,351.9,5.4222,1491,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
106,2024-04-08,2DJX,C,2024-12-20,353.04,52.0418,5912,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
107,2024-04-08,2DJX,P,2024-12-20,353.04,5.5597,5912,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
108,2024-04-08,2DJX,C,2024-12-20,353.21,51.8986,5911,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
109,2024-04-08,2DJX,P,2024-12-20,353.21,5.5805,5911,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
110,2024-04-08,2DJX,C,2024-12-20,355.46,50.009,2922,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
111,2024-04-08,2DJX,P,2024-12-20,355.46,5.861,2922,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
112,2024-04-08,2DJX,C,2024-12-20,355.58,49.9082,1474,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
113,2024-04-08,2DJX,P,2024-12-20,355.58,5.876,1474,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
114,2024-04-08,2DJX,C,2024-12-20,356.36,49.2542,1180,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
115,2024-04-08,2DJX,P,2024-12-20,356.36,5.9743,1180,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
116,2024-04-08,2DJX,C,2024-12-20,359.14,46.9362,2930,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
117,2024-04-08,2DJX,P,2024-12-20,359.14,6.3376,2930,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
118,2024-04-08,2DJX,C,2024-12-20,359.16,46.9196,3660,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
119,2024-04-08,2DJX,P,2024-12-20,359.16,6.3403,3660,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
120,2024-04-08,2DJX,C,2024-12-20,369.26,38.8863,855,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
121,2024-04-08,2DJX,P,2024-12-20,369.26,8.0486,855,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
122,2024-04-08,2DJX,C,2024-12-20,374.8,34.7877,2768,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
123,2024-04-08,2DJX,P,2024-12-20,374.8,9.2933,2768,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
124,2024-04-08,2DJX,C,2024-12-20,374.91,34.7075,2768,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
125,2024-04-08,2DJX,P,2024-12-20,374.91,9.3192,2768,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
126,2024-04-08,2DJX,C,2024-12-20,375.04,34.6131,6229,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
127,2024-04-08,2DJX,P,2024-12-20,375.04,9.3502,6229,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
128,2024-04-08,2DJX,C,2024-12-20,380.85,30.4927,2719,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
129,2024-04-08,2DJX,P,2024-12-20,380.85,10.8336,2719,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
130,2024-04-08,2DJX,C,2024-12-20,383.34,28.7282,4838,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
131,2024-04-08,2DJX,P,2024-12-20,383.34,11.4708,4838,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
132,2024-04-08,2DJX,C,2024-12-20,385.64,27.1003,1342,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
133,2024-04-08,2DJX,P,2024-12-20,385.64,12.0613,1342,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
134,2024-04-08,2DJX,C,2024-12-20,394.63,20.7372,2600,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
135,2024-04-08,2DJX,P,2024-12-20,394.63,14.3691,2600,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
136,2024-04-08,2DJX,C,2024-12-20,396.79,19.2084,1297,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
137,2024-04-08,2DJX,P,2024-12-20,396.79,14.9236,1297,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
138,2024-04-08,2DJX,C,2024-12-20,397.43,18.7554,1296,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
139,2024-04-08,2DJX,P,2024-12-20,397.43,15.0879,1296,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
140,2024-04-08,2DJX,C,2024-12-20,397.83,18.4723,517,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
141,2024-04-08,2DJX,P,2024-12-20,397.83,15.1906,517,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
142,2024-04-08,2DJX,C,2024-12-20,399.0,17.6474,1935,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
143,2024-04-08,2DJX,P,2024-12-20,399.0,15.4942,1935,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
144,2024-04-08,2DJX,C,2024-12-20,399.51,17.2913,3092,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
145,2024-04-08,2DJX,P,2024-12-20,399.51,15.63,3092,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
146,2024-04-08,2DJX,C,2024-12-20,399.53,17.2773,5156,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
147,2024-04-08,2DJX,P,2024-12-20,399.53,15.6353,5156,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
148,2024-04-08,2DJX,C,2024-12-20,399.73,17.1381,4777,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
149,2024-04-08,2DJX,P,2024-12-20,399.73,15.689,4777,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
150,2024-04-08,2DJX,C,2024-12-20,400.01,16.9454,1000,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
151,2024-04-08,2DJX,C,2024-12-20,400.7,16.5953,4114,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
152,2024-04-08,2DJX,P,2024-12-20,400.7,16.0817,4114,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
153,2024-04-08,2DJX,C,2024-12-20,402.53,15.6874,512,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
154,2024-04-08,2DJX,P,2024-12-20,402.53,16.9389,512,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
155,2024-04-08,2DJX,C,2024-12-20,420.01,8.2216,825,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,256,50.0
156,2024-04-08,2DJX,C,2025-01-17,400.0,18.7622,600,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,284,50.0
157,2024-04-08,2DJX,C,2025-12-19,258.95,143.7951,4024,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
158,2024-04-08,2DJX,P,2025-12-19,258.95,2.9806,4024,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
159,2024-04-08,2DJX,C,2025-12-19,291.59,115.3574,983,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
160,2024-04-08,2DJX,P,2025-12-19,291.59,4.6665,983,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
161,2024-04-08,2DJX,C,2025-12-19,299.21,108.8666,1285,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
162,2024-04-08,2DJX,P,2025-12-19,299.21,5.2082,1285,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
163,2024-04-08,2DJX,P,2025-12-19,310.01,6.1047,600,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
164,2024-04-08,2DJX,C,2025-12-19,322.58,89.4859,822,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
165,2024-04-08,2DJX,P,2025-12-19,322.58,7.3956,822,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
166,2024-04-08,2DJX,C,2025-12-19,330.07,83.3524,596,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
167,2024-04-08,2DJX,P,2025-12-19,330.07,8.1747,596,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
168,2024-04-08,2DJX,C,2025-12-19,331.06,82.5946,592,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
169,2024-04-08,2DJX,P,2025-12-19,331.06,8.3305,592,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
170,2024-04-08,2DJX,C,2025-12-19,331.67,82.1288,614,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
171,2024-04-08,2DJX,P,2025-12-19,331.67,8.4277,614,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
172,2024-04-08,2DJX,C,2025-12-19,334.6,79.9042,587,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
173,2024-04-08,2DJX,P,2025-12-19,334.6,8.9073,587,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
174,2024-04-08,2DJX,C,2025-12-19,334.61,79.8967,587,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
175,2024-04-08,2DJX,P,2025-12-19,334.61,8.909,587,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
176,2024-04-08,2DJX,C,2025-12-19,336.26,78.6496,3333,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
177,2024-04-08,2DJX,P,2025-12-19,336.26,9.1847,3333,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
178,2024-04-08,2DJX,C,2025-12-19,336.3,78.6195,291,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
179,2024-04-08,2DJX,P,2025-12-19,336.3,9.1915,291,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
180,2024-04-08,2DJX,C,2025-12-19,340.56,75.4172,1428,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
181,2024-04-08,2DJX,P,2025-12-19,340.56,9.9207,1428,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
182,2024-04-08,2DJX,C,2025-12-19,341.18,74.9511,1716,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
183,2024-04-08,2DJX,P,2025-12-19,341.18,10.0269,1716,38916.421875,39013.199219,38857.699219,38892.800781,38892.800781,291460000,620,50.0
